               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 112,            0.012868,           0.0034794,                   0,             0.99509,                   1,               0.995,             0.82144,           0.0093069,           0.0008862,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.012499,           0.0034166,                   0,             0.99524,                   1,               0.995,             0.86191,           0.0086427,          0.00087249,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.012684,           0.0032749,                   0,             0.99524,                   1,               0.995,             0.88124,           0.0081793,           0.0008539,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.012429,           0.0033825,                   0,             0.99523,                   1,               0.995,             0.88012,           0.0085619,          0.00085626,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.012475,           0.0033732,                   0,             0.99533,                   1,               0.995,             0.83631,            0.009118,           0.0008828,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.012496,           0.0033631,                   0,             0.99521,                   1,               0.995,             0.81245,                0.01,          0.00093144,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.012271,           0.0034142,                   0,             0.99516,                   1,               0.995,             0.86802,           0.0087145,          0.00083486,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.012229,           0.0033952,                   0,             0.99513,                   1,               0.995,             0.86725,           0.0086093,          0.00086543,                   0,            0.002212,            0.002212,            0.002212
                 120,             0.01206,           0.0032499,                   0,             0.99524,                   1,               0.995,             0.88849,           0.0079109,          0.00082437,                   0,            0.002146,            0.002146,            0.002146
                 121,             0.01241,            0.003365,                   0,             0.99515,                   1,               0.995,             0.87998,           0.0084191,          0.00087114,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.011991,           0.0032054,                   0,             0.99512,                   1,               0.995,             0.83639,           0.0091955,           0.0008894,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.012014,           0.0032774,                   0,             0.99513,                   1,               0.995,             0.84245,           0.0092618,          0.00089787,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.011948,           0.0031593,                   0,             0.99523,                   1,               0.995,             0.86895,           0.0083612,          0.00082595,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.011715,           0.0030004,                   0,             0.99524,                   1,               0.995,             0.86065,            0.008506,          0.00086891,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.011872,           0.0031541,                   0,             0.99527,                   1,               0.995,             0.85489,           0.0099854,          0.00090584,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.011874,           0.0032783,                   0,             0.99535,                   1,               0.995,             0.86094,           0.0093716,          0.00088286,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.011592,           0.0031509,                   0,             0.99524,                   1,               0.995,             0.81353,           0.0097279,           0.0008961,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.011665,           0.0033246,                   0,             0.99527,                   1,               0.995,             0.82415,           0.0095673,          0.00090611,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.011235,           0.0031515,                   0,             0.99525,                   1,               0.995,             0.85434,           0.0093887,          0.00091123,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.011566,           0.0032281,                   0,             0.99522,                   1,               0.995,              0.8644,           0.0088813,          0.00086226,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.011584,            0.003185,                   0,             0.99522,                   1,               0.995,             0.82602,           0.0086596,          0.00084123,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.011347,           0.0031578,                   0,             0.99531,                   1,               0.995,             0.86541,           0.0082192,          0.00085977,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.011311,           0.0030622,                   0,             0.99533,                   1,               0.995,             0.88829,           0.0078607,          0.00081817,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.011299,           0.0031538,                   0,             0.99526,                   1,               0.995,             0.83481,           0.0086808,          0.00083541,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.011188,           0.0031646,                   0,             0.99528,                   1,               0.995,             0.86388,           0.0088349,          0.00081731,                   0,             0.00109,             0.00109,             0.00109
                 137,              0.0114,           0.0031943,                   0,             0.99526,                   1,               0.995,             0.88233,           0.0084002,          0.00081519,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.011109,           0.0031044,                   0,              0.9953,                   1,               0.995,             0.86697,             0.00886,           0.0008388,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.011133,           0.0030902,                   0,             0.99523,                   1,               0.995,             0.83692,           0.0086817,          0.00083699,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.011112,           0.0031382,                   0,             0.99529,                   1,               0.995,             0.79727,           0.0097248,          0.00085415,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.010822,           0.0030606,                   0,             0.99527,                   1,               0.995,             0.83431,           0.0085436,          0.00082521,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.010826,           0.0030059,                   0,             0.99523,                   1,               0.995,             0.83051,            0.008335,          0.00083077,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.010928,           0.0030606,                   0,             0.99525,                   1,               0.995,             0.87139,           0.0079014,          0.00080402,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.010784,           0.0029744,                   0,             0.99521,                   1,               0.995,             0.84529,           0.0086262,          0.00083252,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.010548,           0.0030839,                   0,             0.99526,                   1,               0.995,             0.88051,           0.0084774,          0.00083936,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.010592,           0.0031152,                   0,             0.99529,                   1,               0.995,             0.85339,           0.0085624,          0.00084865,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.010425,            0.003066,                   0,             0.99526,                   1,               0.995,             0.86437,           0.0086463,          0.00085024,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.010719,            0.003078,                   0,             0.99525,                   1,               0.995,             0.85711,           0.0087573,          0.00084444,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.010833,           0.0030317,                   0,             0.99526,                   1,               0.995,             0.86749,           0.0083708,          0.00083639,                   0,            0.000232,            0.000232,            0.000232
